trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
196,False,"{'a': 0.2, 'e': 1.0}",25,0,-135.29006242483558,"{0: 14, 1: 5, 2: 3, 3: 1, 4: 2}",0
197,False,"{'a': 0.2, 'e': 1.0}",25,0,-105.25445282320779,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",0
198,False,"{'a': 0.2, 'e': 1.0}",30,0,-203.0584635929964,"{0: 16, 1: 4, 2: 6, 3: 1, 4: 3}",0
199,False,"{'a': 0.2, 'e': 1.0}",25,0,-223.12588887647556,"{0: 12, 1: 5, 2: 3, 3: 1, 4: 4}",0
200,False,"{'a': 0.2, 'e': 1.0}",25,0,-45.572011130568754,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
201,False,"{'a': 0.2, 'e': 0.995}",30,0,-307.7308355029925,"{0: 14, 1: 0, 2: 10, 3: 1, 4: 5}",0
202,False,"{'a': 0.2, 'e': 0.99}",25,0,-228.27347912345823,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 5}",0
203,False,"{'a': 0.2, 'e': 0.985}",20,0,-94.0906456491715,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
204,False,"{'a': 0.2, 'e': 0.98}",30,0,-155.4946718544427,"{0: 16, 1: 5, 2: 7, 3: 0, 4: 2}",0
205,False,"{'a': 0.2, 'e': 0.975}",20,0,-109.27803833700455,"{0: 8, 1: 6, 2: 5, 3: 0, 4: 1}",0
206,False,"{'a': 0.2, 'e': 0.97}",20,0,-122.17970484121587,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
207,False,"{'a': 0.2, 'e': 0.965}",20,0,-197.27078803393428,"{0: 10, 1: 0, 2: 5, 3: 2, 4: 3}",0
208,False,"{'a': 0.2, 'e': 0.96}",20,0,-114.68958021360272,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
209,False,"{'a': 0.2, 'e': 0.955}",20,0,-99.32049748331293,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
210,False,"{'a': 0.2, 'e': 0.95}",30,0,-162.32106903361873,"{0: 16, 1: 5, 2: 6, 3: 1, 4: 2}",0
211,False,"{'a': 0.2, 'e': 0.945}",30,0,-153.55513435663363,"{0: 17, 1: 3, 2: 8, 3: 0, 4: 2}",0
212,False,"{'a': 0.2, 'e': 0.94}",25,0,-210.44337021003741,"{0: 14, 1: 2, 2: 5, 3: 0, 4: 4}",0
213,False,"{'a': 0.2, 'e': 0.9349999999999999}",20,0,-36.35354052316498,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
214,False,"{'a': 0.2, 'e': 0.9299999999999999}",30,4,-44.536356679410616,"{0: 19, 1: 1, 2: 6, 3: 0, 4: 0}",1
215,False,"{'a': 0.2, 'e': 0.9249999999999999}",20,0,-169.5990109109072,"{0: 10, 1: 1, 2: 4, 3: 3, 4: 2}",0
216,False,"{'a': 0.2, 'e': 0.9199999999999999}",25,0,-102.1147375218613,"{0: 14, 1: 1, 2: 9, 3: 1, 4: 0}",0
217,False,"{'a': 0.2, 'e': 0.9149999999999999}",30,0,-108.49052040196352,"{0: 20, 1: 4, 2: 3, 3: 2, 4: 1}",0
218,False,"{'a': 0.2, 'e': 0.9099999999999999}",20,0,-27.292824096634952,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
219,False,"{'a': 0.2, 'e': 0.9049999999999999}",20,0,-77.09333851950254,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
220,False,"{'a': 0.2, 'e': 0.8999999999999999}",25,0,-109.89485908064583,"{0: 13, 1: 2, 2: 8, 3: 2, 4: 0}",0
221,False,"{'a': 0.2, 'e': 0.8949999999999999}",20,0,-70.57742677206487,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
222,False,"{'a': 0.2, 'e': 0.8899999999999999}",20,0,-138.4892773198779,"{0: 11, 1: 0, 2: 7, 3: 0, 4: 2}",0
223,False,"{'a': 0.2, 'e': 0.8849999999999999}",30,0,-171.14534572897642,"{0: 19, 1: 3, 2: 4, 3: 1, 4: 3}",1
224,False,"{'a': 0.2, 'e': 0.8799999999999999}",25,0,-65.56923850319929,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
225,False,"{'a': 0.2, 'e': 0.8749999999999999}",25,0,-172.10916011335357,"{0: 14, 1: 3, 2: 4, 3: 1, 4: 3}",0
226,False,"{'a': 0.2, 'e': 0.8699999999999999}",20,1,-55.92447735037976,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 0}",1
227,False,"{'a': 0.2, 'e': 0.8649999999999999}",25,0,-186.80365744954685,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 4}",0
228,False,"{'a': 0.2, 'e': 0.8599999999999999}",20,0,-80.46349745825115,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
229,False,"{'a': 0.2, 'e': 0.8549999999999999}",20,0,-129.80621506640472,"{0: 7, 1: 6, 2: 5, 3: 1, 4: 1}",0
230,False,"{'a': 0.2, 'e': 0.8499999999999999}",25,0,-52.47618690726686,"{0: 15, 1: 5, 2: 5, 3: 0, 4: 0}",0
231,False,"{'a': 0.2, 'e': 0.8449999999999999}",30,0,-91.75566190195856,"{0: 22, 1: 1, 2: 4, 3: 2, 4: 1}",0
232,False,"{'a': 0.2, 'e': 0.8399999999999999}",20,0,-71.25571470884759,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
233,False,"{'a': 0.2, 'e': 0.8349999999999999}",20,0,-125.81187880884687,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
234,False,"{'a': 0.2, 'e': 0.8299999999999998}",25,0,-67.47583885808307,"{0: 16, 1: 5, 2: 3, 3: 0, 4: 1}",0
235,False,"{'a': 0.2, 'e': 0.8249999999999998}",25,0,-96.67917336210725,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
236,False,"{'a': 0.2, 'e': 0.8199999999999998}",25,0,-210.64046122907487,"{0: 14, 1: 1, 2: 4, 3: 3, 4: 3}",0
237,False,"{'a': 0.2, 'e': 0.8149999999999998}",30,0,-134.86545338102533,"{0: 22, 1: 1, 2: 2, 3: 3, 4: 2}",0
238,False,"{'a': 0.2, 'e': 0.8099999999999998}",20,1,6.099931982448778,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
239,False,"{'a': 0.2, 'e': 0.8049999999999998}",25,0,-24.853268240046887,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
240,False,"{'a': 0.2, 'e': 0.7999999999999998}",20,5,-72.43394940654836,"{0: 9, 1: 3, 2: 1, 3: 1, 4: 1}",1
241,False,"{'a': 0.2, 'e': 0.7949999999999998}",25,0,-44.95753881682592,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 0}",0
242,False,"{'a': 0.2, 'e': 0.7899999999999998}",20,10,-22.712391728292467,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 0}",1
243,False,"{'a': 0.2, 'e': 0.7849999999999998}",20,0,-61.90820640190629,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
244,False,"{'a': 0.2, 'e': 0.7799999999999998}",25,0,-20.416228405520375,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
245,False,"{'a': 0.2, 'e': 0.7749999999999998}",30,3,-63.57489850586402,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 2}",1
246,False,"{'a': 0.2, 'e': 0.7699999999999998}",20,0,-141.71600026771517,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
247,False,"{'a': 0.2, 'e': 0.7649999999999998}",30,0,-35.7988054268815,"{0: 23, 1: 2, 2: 4, 3: 1, 4: 0}",0
248,False,"{'a': 0.2, 'e': 0.7599999999999998}",25,0,-95.82165429604852,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
249,False,"{'a': 0.2, 'e': 0.7549999999999998}",30,10,-25.91130904939426,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",1
250,False,"{'a': 0.2, 'e': 0.7499999999999998}",25,0,-119.10658268748577,"{0: 12, 1: 2, 2: 10, 3: 1, 4: 0}",0
251,False,"{'a': 0.2, 'e': 0.7449999999999998}",25,0,-117.82949302014819,"{0: 15, 1: 1, 2: 7, 3: 1, 4: 1}",0
252,False,"{'a': 0.2, 'e': 0.7399999999999998}",20,11,9.557514203318105,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.2, 'e': 0.7349999999999998}",20,0,-192.65815523165392,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 4}",0
254,False,"{'a': 0.2, 'e': 0.7299999999999998}",30,14,-41.66567338382546,"{0: 11, 1: 4, 2: 0, 3: 0, 4: 1}",1
255,False,"{'a': 0.2, 'e': 0.7249999999999998}",20,0,-49.83267262636311,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
256,False,"{'a': 0.2, 'e': 0.7199999999999998}",35,0,-157.87127049618763,"{0: 22, 1: 3, 2: 7, 3: 1, 4: 2}",0
257,False,"{'a': 0.2, 'e': 0.7149999999999997}",35,0,-134.6850127851413,"{0: 24, 1: 1, 2: 8, 3: 0, 4: 2}",0
258,False,"{'a': 0.2, 'e': 0.7099999999999997}",25,13,-63.34641689941564,"{0: 9, 1: 0, 2: 0, 3: 2, 4: 1}",1
259,False,"{'a': 0.2, 'e': 0.7049999999999997}",30,20,0.01870595980578793,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
260,False,"{'a': 0.2, 'e': 0.6999999999999997}",25,0,-49.43717514436957,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
261,False,"{'a': 0.2, 'e': 0.6949999999999997}",25,3,-104.36388563952706,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 2}",1
262,False,"{'a': 0.2, 'e': 0.6899999999999997}",20,11,-9.94309153407896,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
263,False,"{'a': 0.2, 'e': 0.6849999999999997}",30,0,-58.61224298053607,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
264,False,"{'a': 0.2, 'e': 0.6799999999999997}",20,0,-108.52600924340103,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
265,False,"{'a': 0.2, 'e': 0.6749999999999997}",35,0,-115.87272463877271,"{0: 22, 1: 3, 2: 7, 3: 3, 4: 0}",0
266,False,"{'a': 0.2, 'e': 0.6699999999999997}",20,0,-52.64031217776616,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",1
267,False,"{'a': 0.2, 'e': 0.6649999999999997}",25,0,-60.14338868629104,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
268,False,"{'a': 0.2, 'e': 0.6599999999999997}",20,1,-61.16123818249946,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 1}",1
269,False,"{'a': 0.2, 'e': 0.6549999999999997}",25,8,-4.465238242089207,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
270,False,"{'a': 0.2, 'e': 0.6499999999999997}",20,0,-46.91673440377279,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
271,False,"{'a': 0.2, 'e': 0.6449999999999997}",25,19,8.994085337580728,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.2, 'e': 0.6399999999999997}",20,0,-10.178563413470252,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
273,False,"{'a': 0.2, 'e': 0.6349999999999997}",20,0,-40.52002539476266,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
274,False,"{'a': 0.2, 'e': 0.6299999999999997}",30,0,-69.2618045967248,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 2}",1
275,False,"{'a': 0.2, 'e': 0.6249999999999997}",25,0,-161.02066491344564,"{0: 17, 1: 0, 2: 3, 3: 2, 4: 3}",0
276,False,"{'a': 0.2, 'e': 0.6199999999999997}",35,0,-141.082359185129,"{0: 25, 1: 2, 2: 4, 3: 2, 4: 2}",0
277,False,"{'a': 0.2, 'e': 0.6149999999999997}",25,0,1.594666426533882,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
278,False,"{'a': 0.2, 'e': 0.6099999999999997}",20,0,-4.442907559119754,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
279,False,"{'a': 0.2, 'e': 0.6049999999999996}",20,2,-83.03127815040781,"{0: 9, 1: 3, 2: 4, 3: 2, 4: 0}",1
280,False,"{'a': 0.2, 'e': 0.5999999999999996}",20,0,-107.36591633249137,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 3}",0
281,False,"{'a': 0.2, 'e': 0.5949999999999996}",30,0,-123.56442583280682,"{0: 18, 1: 3, 2: 7, 3: 1, 4: 1}",0
282,False,"{'a': 0.2, 'e': 0.5899999999999996}",30,4,-27.151502654718666,"{0: 19, 1: 3, 2: 4, 3: 0, 4: 0}",1
283,False,"{'a': 0.2, 'e': 0.5849999999999996}",25,4,-21.01232447791234,"{0: 17, 1: 1, 2: 2, 3: 1, 4: 0}",1
284,False,"{'a': 0.2, 'e': 0.5799999999999996}",25,13,0.2703733277127913,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
285,False,"{'a': 0.2, 'e': 0.5749999999999996}",20,12,-16.679553528943195,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
286,False,"{'a': 0.2, 'e': 0.5699999999999996}",20,0,-24.44665118010726,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
287,False,"{'a': 0.2, 'e': 0.5649999999999996}",20,0,-1.6846343467194915,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
288,False,"{'a': 0.2, 'e': 0.5599999999999996}",25,0,-106.16159287830644,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 3}",0
289,False,"{'a': 0.2, 'e': 0.5549999999999996}",20,0,-59.37902490289739,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
290,False,"{'a': 0.2, 'e': 0.5499999999999996}",25,7,-80.02601008501263,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 2}",1
291,False,"{'a': 0.2, 'e': 0.5449999999999996}",20,1,4.015367453137807,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
292,False,"{'a': 0.2, 'e': 0.5399999999999996}",25,0,-131.32311576571428,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 3}",0
293,False,"{'a': 0.2, 'e': 0.5349999999999996}",25,0,-36.28435034620144,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
294,False,"{'a': 0.2, 'e': 0.5299999999999996}",25,0,-30.911970944139448,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
295,False,"{'a': 0.2, 'e': 0.5249999999999996}",25,0,-20.976520021073355,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
296,False,"{'a': 0.2, 'e': 0.5199999999999996}",25,9,-18.584751235995515,"{0: 12, 1: 2, 2: 1, 3: 1, 4: 0}",1
297,False,"{'a': 0.2, 'e': 0.5149999999999996}",20,15,1.361861707896223,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.2, 'e': 0.5099999999999996}",25,12,10.55090245443554,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
299,False,"{'a': 0.2, 'e': 0.5049999999999996}",20,6,-64.22676104651148,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 1}",1
300,False,"{'a': 0.2, 'e': 0.49999999999999956}",20,0,2.5682005438258906,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
301,False,"{'a': 0.2, 'e': 0.49499999999999955}",25,16,-23.88790478581086,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
302,False,"{'a': 0.2, 'e': 0.48999999999999955}",30,2,19.485591042453077,"{0: 27, 1: 0, 2: 0, 3: 1, 4: 0}",1
303,False,"{'a': 0.2, 'e': 0.48499999999999954}",20,4,-12.783016100368288,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
304,False,"{'a': 0.2, 'e': 0.47999999999999954}",20,0,-53.61627918442835,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
305,False,"{'a': 0.2, 'e': 0.47499999999999953}",25,1,9.012219458001924,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 0}",1
306,False,"{'a': 0.2, 'e': 0.46999999999999953}",25,9,-10.06951265249236,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
307,False,"{'a': 0.2, 'e': 0.4649999999999995}",25,16,18.956697840819338,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.2, 'e': 0.4599999999999995}",35,22,-15.158478160219273,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 0}",1
309,False,"{'a': 0.2, 'e': 0.4549999999999995}",20,10,6.088815346678578,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
310,False,"{'a': 0.2, 'e': 0.4499999999999995}",20,16,5.957437133892771,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.2, 'e': 0.4449999999999995}",30,4,5.550543358129419,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 0}",1
312,False,"{'a': 0.2, 'e': 0.4399999999999995}",20,0,-46.595440380278944,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
313,False,"{'a': 0.2, 'e': 0.4349999999999995}",20,12,2.3107227488849578,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
314,False,"{'a': 0.2, 'e': 0.4299999999999995}",35,15,-69.96468070493273,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",1
315,False,"{'a': 0.2, 'e': 0.4249999999999995}",20,0,-14.017495086077046,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
316,False,"{'a': 0.2, 'e': 0.4199999999999995}",25,11,8.018296328948496,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
317,False,"{'a': 0.2, 'e': 0.4149999999999995}",20,0,-12.054501777802395,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
318,False,"{'a': 0.2, 'e': 0.4099999999999995}",20,8,8.120496443511264,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
319,False,"{'a': 0.2, 'e': 0.40499999999999947}",25,8,8.259489752146111,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
320,False,"{'a': 0.2, 'e': 0.39999999999999947}",35,0,-133.13026113708494,"{0: 25, 1: 2, 2: 5, 3: 1, 4: 2}",0
321,False,"{'a': 0.2, 'e': 0.39499999999999946}",20,8,-10.49708816929974,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
322,False,"{'a': 0.2, 'e': 0.38999999999999946}",25,18,-8.655908670252305,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
323,False,"{'a': 0.2, 'e': 0.38499999999999945}",25,19,-1.9194462033992863,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
324,False,"{'a': 0.2, 'e': 0.37999999999999945}",30,11,10.420950464623779,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
325,False,"{'a': 0.2, 'e': 0.37499999999999944}",20,10,15.94764160651468,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.2, 'e': 0.36999999999999944}",20,6,4.102907372039128,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
327,False,"{'a': 0.2, 'e': 0.36499999999999944}",20,4,-10.667013999935454,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
328,False,"{'a': 0.2, 'e': 0.35999999999999943}",30,16,14.136366840442765,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
329,False,"{'a': 0.2, 'e': 0.3549999999999994}",20,12,18.316920763943706,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.2, 'e': 0.3499999999999994}",25,12,14.395857350263704,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.2, 'e': 0.3449999999999994}",20,0,-23.03605046641531,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
332,False,"{'a': 0.2, 'e': 0.3399999999999994}",20,2,14.96043442588037,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
333,False,"{'a': 0.2, 'e': 0.3349999999999994}",25,4,11.124938273064897,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
334,False,"{'a': 0.2, 'e': 0.3299999999999994}",20,12,14.739528536553422,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.2, 'e': 0.3249999999999994}",25,0,17.024504732977505,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",1
336,False,"{'a': 0.2, 'e': 0.3199999999999994}",25,7,-6.826386381655523,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
337,False,"{'a': 0.2, 'e': 0.3149999999999994}",20,11,-36.22561381504666,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
338,False,"{'a': 0.2, 'e': 0.3099999999999994}",20,6,1.688840464262879,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
339,False,"{'a': 0.2, 'e': 0.3049999999999994}",20,5,23.23410691669149,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.2, 'e': 0.2999999999999994}",20,6,-31.250412176132023,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
341,False,"{'a': 0.2, 'e': 0.2949999999999994}",20,8,21.917028833953893,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.2, 'e': 0.28999999999999937}",20,13,-27.934704653811654,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
343,False,"{'a': 0.2, 'e': 0.28499999999999936}",20,15,-31.297097984990675,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
344,False,"{'a': 0.2, 'e': 0.27999999999999936}",20,0,-11.153407651788221,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
345,False,"{'a': 0.2, 'e': 0.27499999999999936}",20,8,0.7576702514746303,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
346,False,"{'a': 0.2, 'e': 0.26999999999999935}",25,8,2.493841890602974,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
347,False,"{'a': 0.2, 'e': 0.26499999999999935}",20,0,15.40870271967992,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
348,False,"{'a': 0.2, 'e': 0.25999999999999934}",25,17,6.737054054703914,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
349,False,"{'a': 0.2, 'e': 0.25499999999999934}",20,1,-32.198926209856864,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 1}",1
350,False,"{'a': 0.2, 'e': 0.24999999999999933}",30,13,27.295687496789924,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.2, 'e': 0.24499999999999933}",25,1,32.12228442687306,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.2, 'e': 0.23999999999999932}",25,19,11.31776075424522,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.2, 'e': 0.23499999999999932}",20,14,5.356564183679568,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.2, 'e': 0.22999999999999932}",25,14,1.0217113887531102,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
355,False,"{'a': 0.2, 'e': 0.2249999999999993}",20,12,-8.251394481261944,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
356,False,"{'a': 0.2, 'e': 0.2199999999999993}",25,11,24.743084565742414,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.2, 'e': 0.2149999999999993}",20,12,14.439223036402858,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.2, 'e': 0.2099999999999993}",20,8,22.087985478278373,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.2, 'e': 0.2049999999999993}",35,19,-53.32752605146465,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 2}",1
360,False,"{'a': 0.2, 'e': 0.1999999999999993}",25,11,25.661938451784856,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.2, 'e': 0.19499999999999929}",30,8,25.116194649158825,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
362,False,"{'a': 0.2, 'e': 0.18999999999999928}",20,5,26.515628420995927,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.2, 'e': 0.18499999999999928}",30,6,27.066898624394735,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
364,False,"{'a': 0.2, 'e': 0.17999999999999927}",25,15,20.26760755615631,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.2, 'e': 0.17499999999999927}",30,15,-3.067234005927864,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
366,False,"{'a': 0.2, 'e': 0.16999999999999926}",20,8,16.0378733190009,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.2, 'e': 0.16499999999999926}",25,14,17.81560620289711,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.2, 'e': 0.15999999999999925}",20,13,-29.042428829105944,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
369,False,"{'a': 0.2, 'e': 0.15499999999999925}",20,10,-25.023785948728886,"{0: 8, 1: 0, 2: 0, 3: 2, 4: 0}",1
370,False,"{'a': 0.2, 'e': 0.14999999999999925}",25,3,17.38426914799439,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
371,False,"{'a': 0.2, 'e': 0.14499999999999924}",25,10,22.111368735659486,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.2, 'e': 0.13999999999999924}",30,16,2.3917891637372124,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
373,False,"{'a': 0.2, 'e': 0.13499999999999923}",20,12,-38.253524876652854,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
374,False,"{'a': 0.2, 'e': 0.12999999999999923}",20,10,17.875322738520648,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.2, 'e': 0.12499999999999922}",25,9,25.54450786521748,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.2, 'e': 0.11999999999999922}",20,6,23.47835039662388,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.2, 'e': 0.11499999999999921}",25,9,26.752325063258986,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.2, 'e': 0.10999999999999921}",25,15,17.146053392287204,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.2, 'e': 0.1049999999999992}",20,11,11.284324192671619,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.2, 'e': 0.0999999999999992}",20,9,24.159831125154636,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
