trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
381,False,"{'a': 0.2, 'e': 0.0949999999999992}",25,8,21.48461730368034,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
382,False,"{'a': 0.2, 'e': 0.08999999999999919}",35,15,-6.242063564239908,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",1
383,False,"{'a': 0.2, 'e': 0.08499999999999919}",20,13,12.909116653165375,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.2, 'e': 0.07999999999999918}",30,24,13.565330619787925,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.2, 'e': 0.07499999999999918}",20,0,-23.627887816653228,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
386,False,"{'a': 0.2, 'e': 0.06999999999999917}",25,7,22.589066910183135,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
387,False,"{'a': 0.2, 'e': 0.06499999999999917}",30,2,15.931505444292636,"{0: 26, 1: 0, 2: 2, 3: 0, 4: 0}",1
388,False,"{'a': 0.2, 'e': 0.05999999999999917}",20,10,-26.64317555702506,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
389,False,"{'a': 0.2, 'e': 0.054999999999999175}",20,15,9.066952520004739,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.2, 'e': 0.04999999999999918}",20,6,22.18846365346105,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.2, 'e': 0.04499999999999918}",30,14,29.58190841985972,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.2, 'e': 0.03999999999999918}",25,15,16.15389688339942,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.2, 'e': 0.034999999999999185}",20,10,19.009896901024856,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.2, 'e': 0.029999999999999184}",30,12,37.15963156815471,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.2, 'e': 0.024999999999999183}",20,11,5.125258945705658,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.2, 'e': 0.01999999999999918}",20,13,11.725328982861605,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.2, 'e': 0.01499999999999918}",25,11,27.21940723404185,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.2, 'e': 0.00999999999999918}",20,9,18.73642616246469,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.2, 'e': 0.00499999999999918}",25,17,17.770132142359685,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,16,9.494796157661908,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,11,24.316611926032213,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,7,20.42619644306298,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,16,14.214564101841177,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,14,7.1735554403695625,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,15,19.030578079546746,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,2,25.4909595686341,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",30,13,28.086638947089167,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,14,18.852311992092705,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,8,22.88579446875468,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
